temp,humidity,wind,pressure,pm2_5,pm10,co,no2,o3,so2,nh3,aqi
25.66,86,1.35,1011,1.72,2.68,132.68,0.54,20.3,0.33,0.15,1
25.95,100,2.57,1012,0.59,0.85,99.19,0.05,22.33,0.02,0.02,1
19.5,99,0.59,1013,1.12,1.3,74.97,0.06,1.66,0.01,0.02,1
16.48,57,0.45,1016,7.98,12.35,121.6,1.43,87.01,1.15,2.15,2
14.22,77,3.09,1017,20.56,22.06,119.97,1.35,87.12,7.13,34.86,2
12.99,56,0.36,1018,10.33,18.05,135.76,0.65,121.53,1.33,1.53,3
21.42,90,4.92,1011,3.48,6.12,119.4,0.26,34.93,0.63,1.2,1
21.37,91,4.92,1012,3.33,5.69,113.71,0.19,35.92,0.38,0.6,1
18.28,84,4.92,1011,3.26,5.61,118.49,0.22,34.99,0.5,0.81,1
28.88,75,5.66,1011,1.97,4.47,114.06,0.07,26.3,0.1,0.0,1
28.43,77,5.66,1011,1.97,4.47,114.06,0.07,26.3,0.1,0.0,1
29.4,75,5.66,1011,2.1,4.29,115.61,0.08,29.25,0.1,0.0,1
23.06,83,1.54,1012,37.8,147.72,107.47,0.45,82.24,0.9,0.0,4
24.66,62,3.29,1011,40.81,137.24,110.22,0.35,71.33,0.45,0.0,4
24.82,62,2.97,1011,41.34,146.47,110.69,0.35,79.48,0.66,0.0,4
26.99,89,2.06,1012,0.76,0.88,101.78,0.24,4.62,0.05,0.04,1
24.01,91,1.85,1012,0.5,0.5,94.56,0.27,5.67,0.01,0.04,1
24.59,90,1.4,1012,0.8,0.95,100.55,0.23,6.54,0.06,0.11,1
23.99,79,4.02,1013,13.09,18.2,228.83,0.9,96.1,0.44,0.05,2
24.1,80,4.02,1013,13.09,18.2,228.83,0.9,96.1,0.44,0.05,2
24.14,80,4.12,1013,11.62,15.89,225.06,0.93,94.46,0.53,0.07,2
26.92,65,2.06,1012,5.72,7.06,114.7,0.54,41.56,3.54,1.65,1
30.69,74,7.72,1009,16.03,18.79,267.09,3.38,72.35,1.19,23.86,2
29.9,79,4.12,1009,8.91,10.19,175.05,1.62,71.34,0.46,3.2,2
14.38,38,1.54,1024,6.38,7.72,129.79,2.17,72.03,0.27,4.48,2
18.06,52,3.09,1018,20.94,23.89,161.1,4.27,105.16,2.23,2.73,3
17.51,34,5.14,1021,20.85,23.03,163.63,5.38,84.5,1.93,2.72,2
27.91,80,1.55,1013,0.82,2.76,96.42,0.11,43.92,0.08,0.02,1
27.64,80,1.44,1013,0.82,2.76,96.42,0.11,43.92,0.08,0.02,1
24.71,83,1.62,1013,2.24,3.34,124.62,0.33,47.11,0.11,1.39,1
8.52,49,1.34,1025,2.28,4.42,135.58,1.79,72.57,0.57,17.32,2
3.88,56,1.54,1025,1.34,2.35,135.62,0.87,90.38,0.67,12.41,2
7.81,58,3.09,1025,2.12,3.82,132.4,2.6,78.56,0.4,10.34,2
27.55,79,2.06,1010,31.22,33.63,469.5,1.03,84.25,0.57,1.04,3
26.68,92,1.03,1010,1.44,2.72,119.41,1.1,34.9,0.3,0.79,1
27.13,83,2.06,1010,31.22,33.63,469.5,1.03,84.25,0.57,1.04,3
11.53,81,2.06,1026,1.17,1.65,122.22,1.93,52.3,0.5,5.15,1
10.87,81,4.63,1026,1.34,2.95,123.15,0.69,83.61,0.39,1.65,2
8.97,93,0.92,1027,1.17,2.19,122.58,0.86,67.2,0.35,4.47,2
14.28,71,2.01,1013,8.99,28.87,118.98,1.4,88.14,0.44,4.55,2
16.83,80,1.54,1012,10.23,33.0,127.11,9.7,71.55,0.88,34.62,2
16.11,82,3.49,1013,4.17,12.47,122.37,0.76,101.16,0.59,5.08,3
7.88,93,1.54,1025,35.87,39.13,163.59,8.38,62.12,1.7,1.23,3
29.01,79,3.6,1006,36.65,119.56,107.69,0.11,53.24,0.28,0.0,4
29.03,37,1.54,1001,37.99,88.53,306.19,7.44,42.63,2.54,51.49,3
23.75,76,6.26,1009,27.37,35.07,291.77,6.86,44.43,2.35,9.64,3
25.95,53,3.6,1009,36.4,117.14,157.16,2.34,72.49,1.03,0.55,4
15.12,92,0.89,1012,28.43,70.39,206.42,1.24,108.45,3.0,2.26,3
14.85,100,11.83,1012,18.38,40.26,229.79,3.32,89.6,9.4,1.34,2
23.25,27,3.88,1013,2.63,3.9,148.44,5.98,50.91,0.95,9.2,1
12.08,66,2.06,1015,40.98,163.06,117.08,0.83,90.51,0.19,3.61,4
10.77,38,2.71,1012,3.82,4.18,137.75,5.87,45.41,0.7,11.38,1
8.81,92,8.23,1010,3.86,5.76,137.66,0.17,94.46,0.14,0.01,2
8.84,92,8.23,1010,3.86,5.76,137.66,0.17,94.46,0.14,0.01,2
8.93,92,8.23,1010,3.86,5.76,137.66,0.17,94.46,0.14,0.01,2
13.67,83,0.51,1020,5.31,8.38,121.44,0.35,109.67,0.51,1.23,3
16.44,74,1.03,1018,7.11,11.95,144.81,2.1,77.4,0.5,1.07,2
13.39,70,0.51,1020,4.86,8.52,121.81,0.47,109.79,0.5,0.58,3
12.7,77,4.12,1022,24.51,30.47,153.49,4.47,60.48,0.62,21.35,2
27.53,69,1.54,1013,1.03,3.14,97.16,0.23,50.11,0.19,0.0,1
26.46,75,1.54,1012,0.89,2.62,97.11,0.19,48.88,0.15,0.0,1
26.63,75,1.54,1012,0.89,2.62,97.11,0.19,48.88,0.15,0.0,1
15.05,63,2.06,1014,11.48,30.31,123.45,2.7,82.78,1.01,4.8,2
15.95,63,2.06,1014,14.44,35.36,131.55,5.09,77.42,1.77,7.12,2
12.56,78,1.49,1013,17.79,36.34,149.64,11.74,63.18,2.26,8.98,2
13.52,96,6.17,1004,6.83,8.37,197.23,22.85,71.97,4.48,0.07,2
14.22,94,12.35,1004,5.14,6.85,179.4,13.76,82.37,3.22,0.04,2
16.32,81,3.09,1009,3.04,3.67,166.33,9.91,88.64,2.66,0.21,2
17.62,88,3.09,1014,0.5,0.54,86.39,0.44,24.47,0.08,0.24,1
15.64,94,1.19,1014,12.4,17.46,408.5,3.29,13.82,0.28,5.32,2
25.23,88,2.06,1010,4.38,5.36,176.95,1.51,12.55,0.21,0.4,1
12.11,73,3.82,1020,3.59,4.32,95.7,1.96,82.15,0.49,7.68,2
13.51,67,2.0,1016,1.6,2.15,82.96,0.18,75.22,0.21,3.06,2
13.15,62,3.07,1016,1.7,2.45,94.99,0.91,71.01,0.14,3.47,2
28.16,71,4.89,1010,25.81,30.0,607.6,9.87,40.46,2.0,3.43,3
28.21,69,2.98,1010,6.33,8.82,251.22,1.82,57.24,0.63,1.07,1
28.67,68,1.55,1009,27.12,28.06,491.21,6.36,8.32,1.07,2.75,3
31.0,74,2.06,1008,0.5,0.5,75.05,0.01,5.64,0.01,0.0,1
26.41,79,3.52,1011,3.5,6.38,75.79,0.06,29.86,0.09,0.03,1
26.56,81,2.88,1010,2.82,5.16,74.52,0.06,31.38,0.07,0.04,1
27.85,76,4.42,1010,3.25,6.08,74.83,0.05,30.03,0.08,0.04,1
15.01,47,2.74,1012,32.34,40.29,222.32,2.43,80.83,1.65,4.06,3
13.58,66,1.77,1014,43.19,50.81,253.03,6.17,69.02,7.19,4.8,3
14.89,43,3.1,1011,26.15,31.88,182.23,0.46,96.41,0.61,0.11,3
16.76,55,1.03,1012,44.98,50.38,254.34,22.34,65.05,1.85,10.97,3
17.95,55,2.06,1011,42.31,49.73,239.43,8.2,93.47,3.08,0.9,3
16.95,55,0.51,1012,41.0,45.51,206.05,2.58,80.09,0.33,2.64,3
27.86,60,1.6,1009,51.03,154.22,138.75,0.72,94.95,0.6,0.0,4
28.22,50,0.89,1009,53.37,158.31,142.24,0.9,95.13,0.5,0.0,4
28.14,50,0.89,1009,53.37,158.31,142.24,0.9,95.13,0.5,0.0,4
29.01,65,2.57,1011,1.13,3.82,97.59,0.15,42.63,0.11,0.0,1
29.01,65,2.57,1011,1.13,3.82,97.59,0.15,42.63,0.11,0.0,1
14.28,67,3.0,1019,3.0,3.61,84.71,1.01,71.87,0.33,4.99,2
11.33,76,1.0,1017,41.42,170.41,126.77,3.57,56.95,0.88,5.79,4
0.05,80,2.0,1021,3.25,12.95,133.07,0.36,58.52,0.06,0.32,1
23.97,78,1.03,1009,50.63,53.55,1046.5,19.84,9.28,3.11,47.59,4
26.16,76,2.23,1009,60.38,63.57,1429.98,24.79,13.27,1.96,12.19,4
27.04,84,1.96,1010,15.33,15.93,419.04,2.77,6.33,0.31,1.02,2
17.63,72,5.37,1012,4.47,10.91,121.87,3.19,102.67,1.48,1.28,3
17.53,86,2.29,1013,10.99,19.51,134.41,4.55,77.88,2.14,9.56,2
17.96,68,2.8,1013,4.19,9.88,122.64,2.01,105.66,1.49,1.65,3
26.93,83,2.57,1015,2.32,12.04,100.47,0.22,26.74,0.25,0.01,1
26.03,88,2.57,1015,2.43,12.94,103.25,0.18,26.18,0.24,0.0,1
26.72,89,1.26,1007,1.16,1.56,99.55,1.63,43.83,0.5,0.03,1
26.71,89,1.05,1007,1.16,1.56,99.55,1.63,43.83,0.5,0.03,1
26.64,89,1.1,1008,1.16,1.56,99.55,1.63,43.83,0.5,0.03,1
26.23,88,2.37,1013,0.5,0.9,87.81,0.37,23.73,0.08,0.02,1
22.87,96,1.33,1013,0.69,1.35,103.79,0.58,25.71,0.15,0.16,1
26.53,87,1.7,1013,0.5,0.6,75.14,0.25,27.25,0.05,0.0,1
12.17,83,1.76,1016,1.01,1.34,80.68,0.77,32.55,0.2,0.18,1
13.8,73,1.53,1017,1.33,1.65,90.79,1.11,32.74,0.29,0.25,1
12.51,85,3.74,1015,0.72,0.86,75.77,0.54,33.0,0.08,0.1,1
1.59,67,4.63,1015,0.5,0.58,142.25,1.23,81.88,0.78,2.43,2
2.18,69,4.63,1017,0.67,0.89,143.48,2.01,77.01,0.53,2.59,2
5.01,74,7.89,1018,1.15,1.68,146.07,3.34,84.12,1.81,1.78,2
8.89,62,4.63,1023,9.6,11.06,148.0,4.31,74.77,1.29,21.64,2
9.59,64,2.68,1023,9.35,10.68,139.34,3.32,70.41,0.92,23.0,2
9.89,58,4.63,1023,9.09,10.43,142.96,3.59,74.2,1.14,21.86,2
3.9,71,3.6,1012,0.5,0.63,141.58,0.76,82.04,0.4,1.19,2
1.48,67,7.08,1011,0.5,0.5,139.1,0.41,84.35,0.24,1.09,2
-0.05,100,0.51,1018,0.5,0.74,143.3,1.36,81.78,0.54,0.22,2
17.94,63,1.03,1017,5.45,15.13,135.74,1.05,105.3,0.33,0.38,3
17.16,70,3.94,1020,14.1,20.09,128.15,0.49,117.28,2.55,0.0,3
17.75,64,5.61,1018,14.95,41.52,153.88,1.42,109.54,1.63,0.0,3
18.04,88,2.06,1011,8.77,19.38,125.45,2.0,92.39,2.46,0.86,2
17.23,100,0.0,1011,7.48,13.64,124.01,3.52,76.04,2.64,1.11,2
18.08,88,2.57,1012,3.51,8.11,94.35,1.7,43.59,0.07,2.31,1
16.36,81,0.28,1020,7.9,15.28,131.86,0.56,99.16,0.6,1.3,2
5.58,38,6.17,1022,0.51,1.22,141.37,0.85,93.51,0.37,8.09,2
4.62,48,6.61,1021,0.5,0.81,137.92,0.59,92.32,0.27,4.97,2
4.53,58,5.59,1022,0.5,0.99,134.27,0.69,92.84,0.45,6.75,2
13.88,88,1.54,1019,11.28,15.4,140.72,0.87,120.15,0.82,0.81,3
7.11,86,2.75,1020,11.22,15.8,142.93,1.73,117.12,1.23,1.21,3
11.48,94,0.0,1018,11.65,17.04,147.64,3.28,120.11,2.05,1.24,3
15.98,100,1.03,1015,4.01,7.52,135.79,1.33,13.29,0.09,0.49,1
24.0,94,2.06,1011,1.67,2.69,77.52,0.36,14.5,0.05,0.1,1
13.39,95,1.29,1017,1.5,2.23,88.27,0.64,16.46,0.04,0.29,1
26.98,83,4.63,1008,1.07,2.08,97.45,0.01,23.42,0.06,0.0,1
13.9,35,4.12,1022,6.89,9.2,113.14,1.88,45.37,0.26,7.03,1
13.31,69,2.81,1022,6.44,8.72,112.88,2.06,43.47,0.37,8.03,1
7.18,66,1.87,1021,6.39,8.05,106.91,1.22,69.11,1.82,13.14,2
30.3,51,4.12,1011,16.58,48.07,137.52,0.32,29.73,0.08,1.09,2
26.77,63,2.28,1011,1.85,3.76,132.14,0.62,23.13,0.05,2.42,1
29.98,42,4.3,1010,3.56,7.85,137.69,0.58,25.2,0.06,2.06,1
26.98,94,1.54,1008,12.07,18.31,295.73,4.03,36.31,0.44,1.48,2
28.61,53,2.01,1006,12.6,19.57,214.31,1.82,51.54,0.27,6.83,2
25.9,56,2.35,1008,20.45,27.96,476.17,8.87,24.66,1.03,5.58,2
-0.93,80,2.0,1028,0.5,0.5,123.08,0.14,76.17,0.24,0.42,2
2.07,65,1.85,1028,0.5,0.5,124.57,0.43,75.52,0.08,0.35,2
3.77,63,1.04,1030,0.5,0.5,129.6,0.61,83.78,0.28,0.2,2
24.85,83,3.6,1013,8.68,11.27,217.55,1.01,91.19,0.7,0.09,2
24.96,83,3.6,1013,8.09,10.72,212.66,0.44,93.19,0.22,0.06,2
24.82,83,3.6,1013,8.09,10.72,212.66,0.44,93.19,0.22,0.06,2
28.08,74,7.72,1012,1.79,4.06,115.72,0.22,30.45,0.12,0.0,1
25.71,79,3.67,1015,2.59,11.79,100.78,0.62,30.77,0.51,0.01,1
25.96,80,3.43,1015,2.58,12.11,100.13,0.6,31.69,0.54,0.02,1
25.63,80,3.53,1015,2.58,12.11,100.13,0.6,31.69,0.54,0.02,1
18.96,78,8.11,1012,27.87,102.39,111.3,0.25,74.38,1.17,0.0,4
17.93,77,7.2,1014,5.81,24.77,109.36,0.89,81.21,1.34,0.0,2
32.46,12,4.18,1008,46.19,210.54,111.43,0.22,66.63,0.09,0.22,5
13.34,82,0.51,1019,18.98,22.75,120.95,0.16,111.45,3.58,0.0,3
13.22,82,0.51,1019,18.98,22.75,120.95,0.16,111.45,3.58,0.0,3
12.99,82,0.51,1019,18.98,22.75,120.95,0.16,111.45,3.58,0.0,3
24.68,95,4.57,1010,2.38,6.2,61.82,0.09,41.28,0.18,0.0,1
22.15,95,2.68,1010,2.34,6.44,61.62,0.06,41.89,0.16,0.0,1
23.1,95,2.68,1010,2.34,6.44,61.62,0.06,41.89,0.16,0.0,1
29.97,84,2.57,1008,0.5,0.5,99.99,0.02,16.34,0.01,0.0,1
17.07,89,1.29,1016,0.7,1.14,61.47,0.2,13.88,0.01,0.06,1
16.26,85,1.5,1016,1.44,2.95,73.53,0.63,19.65,0.17,0.19,1
15.97,92,0.79,1015,1.68,2.34,86.25,0.83,20.39,0.04,0.32,1
24.96,33,7.72,1009,15.64,18.62,172.01,4.0,88.33,3.31,6.85,2
18.03,63,6.69,1014,0.68,2.27,118.62,0.16,105.33,0.25,0.0,3
24.97,33,7.72,1010,14.98,17.95,159.22,2.54,98.09,3.09,3.84,2
26.4,88,0.0,1008,7.28,7.95,225.27,2.39,18.34,0.72,0.53,1
26.48,89,0.51,1009,13.44,15.11,167.36,3.21,20.72,3.7,2.32,2
26.62,88,0.0,1008,8.31,8.93,227.25,1.73,16.7,0.44,0.54,1
22.88,86,0.89,1011,29.36,32.66,173.15,3.5,28.2,1.81,0.07,3
23.06,86,2.13,1011,29.36,32.66,173.15,3.5,28.2,1.81,0.07,3
19.24,99,1.65,1014,0.79,1.42,66.16,0.17,17.82,0.02,0.05,1
27.62,77,0.97,1011,4.15,13.75,61.88,0.05,52.39,0.18,0.0,1
27.76,77,1.12,1011,4.15,13.75,61.88,0.05,52.39,0.18,0.0,1
27.55,77,0.32,1012,4.06,13.07,61.23,0.05,50.37,0.19,0.0,1
30.16,48,7.72,1009,4.14,6.76,128.05,0.49,37.94,0.05,0.56,1
30.74,35,2.62,1009,15.17,37.98,221.01,1.03,42.92,0.31,2.16,2
29.45,36,1.46,1009,42.85,85.85,705.91,9.23,25.68,2.02,8.79,3
27.38,74,1.35,1011,0.52,1.07,85.6,0.07,25.63,0.04,0.04,1
28.93,38,3.5,1009,19.54,33.02,468.81,5.63,18.59,0.86,5.6,2
23.4,90,1.22,1012,12.4,25.81,347.57,3.3,19.47,0.82,2.99,2
28.75,57,3.58,1008,2.43,4.07,99.82,0.16,33.73,2.75,0.0,1
28.41,68,1.93,1009,2.21,4.16,100.31,0.17,34.69,0.21,0.0,1
30.79,55,4.92,1009,2.31,3.84,99.62,0.18,33.5,2.56,0.0,1
7.94,84,2.57,1025,14.68,18.68,179.0,16.09,78.35,2.65,29.83,2
7.82,71,3.58,1026,10.73,15.05,170.74,17.73,76.48,2.57,21.66,2
8.49,82,2.57,1025,15.46,19.68,175.7,18.04,77.95,2.97,31.71,2
2.61,58,1.25,1025,0.94,1.8,140.25,2.62,104.36,1.83,0.58,3
2.27,75,2.57,1025,0.62,2.15,134.37,0.77,110.26,0.89,0.01,3
1.09,91,0.45,1027,0.5,0.5,122.26,0.21,89.82,0.09,0.44,2
17.25,100,0.0,1007,48.32,59.87,545.72,7.39,68.86,6.7,10.92,3
17.28,57,2.68,1007,42.71,52.38,485.13,4.84,67.16,3.6,23.16,3
21.51,86,1.21,1005,58.17,70.3,568.26,6.98,70.93,7.19,17.67,4
18.34,69,5.66,1020,1.18,4.49,73.31,0.12,63.47,0.1,0.0,2
18.2,66,2.06,1020,1.87,3.79,70.74,1.09,35.28,0.29,0.42,1
14.78,83,2.57,1021,1.54,3.48,68.74,0.32,47.14,0.23,0.05,1
28.99,48,2.06,1005,41.08,131.35,114.02,1.59,67.0,0.95,0.38,4
29.05,48,2.06,1005,38.86,126.34,117.19,1.23,80.81,0.8,0.39,4
29.0,48,2.06,1005,41.75,130.95,114.08,1.17,65.46,0.69,0.39,4
28.86,76,3.09,1009,1.09,1.24,114.71,0.46,39.57,0.15,1.02,1
28.78,75,3.09,1009,1.95,2.23,135.41,1.0,40.33,0.34,1.62,1
28.95,75,3.09,1010,1.95,2.23,135.41,1.0,40.33,0.34,1.62,1
20.14,78,4.12,1013,6.61,20.63,74.47,0.07,54.95,0.34,0.0,2
21.1,78,4.12,1013,6.61,20.63,74.47,0.07,54.95,0.34,0.0,2
15.12,62,1.54,1017,8.66,15.51,81.69,0.47,67.78,1.15,0.0,2
29.9,58,4.92,1011,0.82,2.23,64.71,0.05,36.7,0.05,0.0,1
29.96,58,4.92,1011,0.68,1.94,64.42,0.04,31.33,0.04,0.0,1
29.8,58,4.92,1010,0.64,1.89,64.32,0.03,32.74,0.03,0.0,1
27.54,77,6.6,1011,2.86,14.02,60.29,0.04,48.44,0.21,0.0,1
29.0,62,0.16,1010,1.14,1.45,39.84,0.07,4.98,0.04,0.01,1
29.78,71,1.16,1010,0.73,0.87,62.0,0.14,23.58,1.7,0.0,1
29.87,73,2.06,1011,9.41,12.12,225.31,5.67,30.51,4.93,2.08,1
27.05,78,2.57,1011,15.62,17.45,455.16,10.08,15.91,1.95,15.97,2
30.14,74,2.06,1011,9.31,11.99,204.04,4.91,34.67,5.09,1.41,1
25.99,50,1.03,1001,28.16,54.17,551.25,10.32,25.09,2.46,40.99,3
27.09,78,3.6,1004,38.85,106.03,108.57,0.11,74.85,0.41,0.0,4
24.08,53,3.09,1002,8.07,25.25,216.16,4.19,50.67,0.69,54.37,2
1.21,61,1.03,1023,2.62,5.49,173.45,5.31,53.94,3.41,29.44,1
1.2,68,1.03,1025,4.04,5.74,153.55,4.0,55.41,1.64,16.64,1
1.08,80,1.03,1026,4.08,6.62,164.17,5.41,50.71,1.44,18.97,1
27.14,79,5.14,1014,0.92,3.03,110.01,0.16,38.4,0.09,0.0,1
26.71,82,5.14,1014,0.94,3.08,109.49,0.17,38.03,0.09,0.0,1
26.85,79,2.56,1014,0.95,3.03,109.81,0.18,38.62,0.09,0.0,1
14.8,80,0.49,1013,9.17,34.27,121.87,1.21,81.92,0.6,3.88,2
15.17,79,0.53,1013,9.0,34.75,120.32,0.65,84.11,0.66,1.82,2
14.66,80,0.79,1013,9.17,34.27,121.87,1.21,81.92,0.6,3.88,2
19.04,70,5.14,1015,11.55,26.72,117.49,5.05,102.77,3.27,0.2,3
13.73,100,1.03,1016,7.87,20.67,117.78,3.93,92.38,2.46,0.42,2
18.97,77,1.46,1017,7.69,20.01,120.81,3.19,90.99,2.0,0.58,2
21.9,96,2.06,1012,3.52,3.98,110.58,1.47,28.66,0.42,0.17,1
21.33,88,3.09,1012,4.21,5.02,136.14,1.64,35.83,0.35,0.4,1
21.78,95,2.06,1012,3.31,3.74,109.36,1.63,26.34,0.51,0.14,1
28.55,38,1.54,1008,26.3,120.09,146.84,9.58,47.88,4.53,0.24,4
28.76,36,1.54,1008,26.3,120.09,146.84,9.58,47.88,4.53,0.24,4
29.03,34,1.03,1009,26.78,122.22,147.04,11.17,44.66,3.87,0.32,4
23.81,94,8.75,1011,2.83,9.84,61.71,0.05,45.7,0.19,0.0,1
23.13,79,1.23,1011,2.94,11.93,61.75,0.05,47.15,0.2,0.0,1
23.82,83,1.54,1011,2.8,11.6,61.67,0.04,47.91,0.19,0.0,1
8.08,42,5.81,1023,2.6,3.84,128.49,0.82,94.23,0.59,5.33,2
4.15,53,4.63,1023,0.57,1.23,132.39,0.88,86.78,0.42,8.08,2
4.35,57,6.0,1023,0.85,1.46,132.55,0.65,103.85,0.51,1.86,3
7.91,58,2.06,1023,2.89,4.7,110.11,2.77,48.2,0.2,5.52,1
8.99,46,2.57,1023,5.75,8.6,128.79,2.72,70.08,1.84,7.33,2
9.23,52,1.69,1024,2.77,4.74,109.4,1.6,59.77,0.47,9.49,1
-0.19,96,7.4,989,0.5,0.5,138.35,0.7,78.69,0.09,0.06,2
0.56,92,7.0,1000,0.5,0.5,139.2,1.66,80.16,0.3,0.14,2
5.87,87,6.0,1016,0.94,1.19,125.7,0.38,94.24,0.08,0.16,2
17.07,93,1.03,1015,13.85,27.05,379.96,2.91,6.89,0.38,1.0,2
16.91,92,0.94,1015,10.41,17.15,296.5,2.91,13.71,0.91,3.68,2
14.07,97,0.75,1017,11.31,19.89,360.52,4.85,12.65,0.87,4.61,2
31.0,35,1.67,1007,25.85,51.32,96.33,3.8,101.24,3.95,0.0,3
24.56,49,6.33,1010,45.78,188.96,110.24,0.43,76.31,0.5,0.0,4
28.87,47,0.29,1008,48.18,84.13,130.79,6.9,80.9,25.74,0.0,3
30.51,67,1.79,1010,0.5,0.79,71.58,0.02,6.73,0.01,0.0,1
30.55,66,1.75,1010,0.5,0.79,71.58,0.02,6.73,0.01,0.0,1
30.5,66,1.93,1009,0.5,0.71,71.3,0.02,6.67,0.01,0.0,1
28.56,78,5.29,1008,0.5,1.18,70.19,0.05,14.75,0.02,0.0,1
31.93,6,6.95,1008,26.97,128.4,99.5,0.13,85.5,0.1,0.4,4
31.06,6,6.54,1008,25.66,121.94,99.46,0.12,86.6,0.1,0.4,4
31.08,6,6.52,1008,25.66,121.94,99.46,0.12,86.6,0.1,0.4,4
4.05,49,4.63,1019,0.5,0.5,136.18,0.89,95.63,0.4,0.78,2
-0.35,75,1.47,1024,0.96,1.94,137.37,0.97,109.41,0.72,2.51,3
4.93,70,2.75,1024,3.29,4.06,149.93,6.66,84.12,1.83,6.21,2
27.23,89,1.03,1009,12.04,13.49,157.37,2.59,16.6,2.83,2.56,2
27.7,89,2.68,1009,12.04,13.49,157.37,2.59,16.6,2.83,2.56,2
27.72,89,2.68,1009,12.04,13.49,157.37,2.59,16.6,2.83,2.56,2
10.15,67,0.51,1024,8.62,10.13,143.75,4.15,72.54,0.67,4.52,2
8.31,65,2.06,1024,4.04,5.7,127.44,2.45,73.28,0.3,4.74,2
9.63,65,0.89,1024,4.59,6.07,127.89,2.02,85.6,0.48,4.01,2
6.9,62,2.06,1025,3.15,5.14,145.28,3.89,63.72,0.5,17.21,2
3.71,55,2.06,1025,2.0,3.27,141.51,1.4,79.33,1.08,14.34,2
7.09,62,2.06,1025,3.15,5.14,145.28,3.89,63.72,0.5,17.21,2
24.92,82,3.19,1012,16.09,66.5,100.91,0.5,56.82,0.44,0.0,3
24.89,84,1.06,1012,11.25,38.03,107.19,0.43,46.51,0.26,0.0,2
24.58,86,0.97,1013,9.31,28.0,118.57,0.57,40.39,0.25,0.26,2
20.7,88,4.12,1013,20.0,136.85,107.95,0.63,70.89,1.11,0.0,4
20.81,56,5.89,1012,45.83,238.61,146.75,1.98,75.35,2.05,0.53,5
20.67,88,4.12,1013,22.2,148.62,108.12,0.84,71.01,1.22,0.0,4
27.87,74,2.59,1009,0.5,0.76,66.76,0.05,17.24,0.01,0.04,1
20.48,71,1.65,1012,1.29,3.45,106.0,0.98,16.86,0.07,3.86,1
23.79,60,2.17,1011,1.22,4.47,80.13,0.25,17.54,0.02,0.92,1
27.95,78,0.0,1012,1.69,2.51,109.87,0.55,20.01,0.3,0.04,1
27.96,78,0.0,1012,1.17,1.67,96.63,0.29,11.18,0.16,0.04,1
23.36,79,1.19,1010,2.97,4.76,156.9,0.68,4.82,0.05,0.63,1
30.22,42,3.21,1007,3.37,9.34,111.66,0.1,22.84,0.01,0.87,1
19.1,98,1.2,1012,1.05,1.35,88.88,0.08,3.77,0.02,0.03,1
26.44,82,2.56,1011,1.18,2.08,80.14,0.04,23.39,0.03,0.0,1
26.16,78,4.63,1010,2.81,4.3,96.02,0.14,38.05,0.11,0.0,1
28.94,70,4.63,1010,2.81,4.3,96.02,0.14,38.05,0.11,0.0,1
29.73,71,2.55,1008,2.88,4.53,97.51,0.14,36.37,0.11,0.0,1
14.43,88,1.86,1013,16.4,25.29,122.95,1.97,52.69,2.1,7.63,2
17.29,50,0.42,1013,19.25,29.94,159.34,15.59,51.57,2.35,11.75,2
14.65,82,1.22,1013,19.02,32.4,142.11,5.25,83.13,8.71,76.37,2
17.34,65,2.78,1013,3.48,4.34,85.34,1.1,41.02,1.67,0.4,1
14.23,71,3.26,1015,7.85,9.49,107.11,2.22,44.27,3.38,0.34,1
24.89,89,1.32,1013,4.68,5.67,122.57,0.7,62.26,0.51,0.02,2
31.98,43,1.03,1008,12.46,35.79,201.58,1.14,21.58,0.26,2.09,2
26.44,62,2.37,1010,0.58,0.8,114.68,0.29,6.34,0.02,0.36,1
30.1,10,3.77,1008,19.87,64.8,126.13,0.36,30.11,0.06,0.62,3
26.06,89,2.06,1010,0.5,0.9,90.43,0.23,26.89,0.11,0.13,1
23.02,82,1.84,1011,3.24,6.02,166.28,1.92,13.44,0.28,2.52,1
24.8,72,1.72,1010,2.06,3.63,137.6,1.4,14.18,0.11,1.39,1
27.96,75,4.09,1008,7.71,11.07,159.05,2.0,19.77,0.41,0.94,1
28.99,84,2.06,1008,6.88,10.25,143.45,1.6,22.82,0.37,0.7,1
27.97,89,1.54,1008,8.51,12.15,187.22,2.65,18.73,0.59,1.52,1
13.06,82,2.0,1014,31.97,144.38,178.28,0.77,89.0,0.34,8.7,4
15.04,53,1.16,1014,3.21,4.26,99.64,0.61,66.39,0.66,10.51,2
11.27,76,1.97,1017,2.98,4.31,105.54,0.56,92.23,1.34,19.92,2
27.84,74,0.86,1011,0.8,1.1,93.35,0.95,25.14,0.19,0.2,1
26.64,79,1.88,1012,1.11,2.72,93.99,0.78,30.46,0.24,0.19,1
27.11,77,2.11,1012,1.23,4.21,68.71,0.23,36.69,0.15,0.07,1
14.92,77,1.03,1013,24.28,79.43,140.87,2.81,88.65,1.54,8.96,3
18.99,37,6.17,1014,60.3,308.16,122.16,0.48,92.81,0.31,2.59,5
13.97,44,6.17,1019,21.83,136.14,125.01,0.29,98.01,0.02,3.06,4
17.8,82,1.03,1019,18.61,30.03,126.55,2.1,66.21,0.52,1.57,2
18.4,60,4.57,1018,18.09,50.93,128.65,0.45,118.29,1.11,0.0,3
17.88,82,1.54,1019,17.21,34.04,129.31,1.0,98.92,1.33,0.0,2
