temp,humidity,wind,pressure,pm2_5,pm10,co,no2,o3,so2,nh3,aqi
30.02,84,6.17,1012,4.03,11.52,93.68,0.04,25.76,0.17,0.0,1
25.05,79,2.06,1012,3.43,4.31,105.05,0.12,36.85,0.12,0.0,1
24.94,83,2.06,1013,3.43,4.31,105.05,0.12,36.85,0.12,0.0,1
29.15,72,2.38,1009,21.13,22.3,117.36,0.36,47.91,5.17,0.0,2
12.22,65,8.71,1009,1.19,3.72,121.19,0.69,108.08,1.7,0.49,3
12.85,52,2.24,1012,1.88,6.65,124.1,3.5,93.0,1.69,2.76,2
12.69,54,9.48,1010,0.94,2.86,110.18,2.44,96.32,1.48,1.33,2
18.04,92,2.04,1019,26.75,28.46,149.1,2.27,51.28,2.85,0.0,3
14.38,97,2.14,1021,30.8,33.56,164.87,4.37,52.97,4.51,0.34,3
27.67,86,4.69,1015,11.97,17.44,127.74,0.55,74.92,0.68,0.32,2
33.98,33,2.06,1006,18.63,34.91,206.92,1.24,37.12,0.27,5.13,2
31.32,20,2.42,1007,6.77,15.54,105.03,0.31,15.78,0.03,3.39,1
28.48,12,1.45,1008,14.79,43.45,116.86,0.39,34.04,0.12,0.8,2
29.06,84,3.09,1010,0.66,1.28,82.84,0.21,20.7,0.11,0.09,1
25.43,78,1.43,1011,1.71,2.95,137.1,1.31,13.17,0.17,0.5,1
29.47,57,2.52,1010,1.86,2.95,138.82,1.17,18.43,0.15,0.62,1
27.96,68,3.32,1009,7.3,8.3,191.89,2.25,17.4,0.4,0.97,1
32.25,63,2.06,1009,6.05,6.98,170.31,1.88,18.91,0.37,0.71,1
27.97,83,2.57,1009,8.26,9.59,226.58,2.92,17.72,0.57,2.36,1
13.06,82,3.0,1018,8.73,30.87,244.66,1.76,50.39,0.16,10.85,2
15.78,65,0.98,1015,1.35,3.04,127.85,0.2,67.8,0.07,3.5,2
12.8,87,0.55,1017,1.12,1.74,135.2,0.49,59.14,0.21,12.0,1
27.77,67,0.77,1012,2.23,4.65,197.27,1.82,11.18,0.6,0.65,1
26.42,76,1.67,1013,1.53,4.18,130.86,1.08,20.69,0.41,0.5,1
27.11,74,1.21,1013,1.04,3.64,74.88,0.28,24.03,0.14,0.19,1
17.92,59,2.06,1013,9.12,23.52,157.49,3.93,74.91,1.24,7.98,2
14.99,77,3.09,1015,32.38,180.55,117.36,0.73,59.22,0.12,12.95,4
16.97,55,4.12,1016,33.17,175.74,141.5,0.42,96.85,0.08,4.87,4
19.8,60,2.57,1017,14.22,34.89,119.56,0.91,98.16,1.65,0.35,2
18.08,72,4.12,1020,16.05,59.45,174.24,1.25,120.81,3.59,0.07,3
16.88,67,6.57,1019,12.52,32.4,138.51,0.67,122.27,2.58,0.0,3
25.18,73,3.6,1014,1.07,6.25,61.2,0.03,50.36,0.05,0.0,1
10.28,68,6.17,1013,2.52,3.47,130.98,0.82,110.92,2.73,0.78,3
6.12,87,0.45,1004,0.71,0.79,120.88,1.2,71.45,0.17,0.89,2
8.16,85,3.26,1012,1.14,1.26,121.94,0.98,91.33,0.95,0.44,2
25.71,79,3.09,1014,1.59,6.56,110.42,0.28,28.15,0.06,0.35,1
25.6,79,2.39,1013,1.61,6.47,112.39,0.25,27.5,0.06,0.32,1
25.57,79,2.39,1013,1.61,6.47,112.39,0.25,27.5,0.06,0.32,1
19.2,89,5.66,1018,8.09,9.81,281.44,14.22,41.51,9.16,2.2,1
20.42,66,5.66,1018,8.09,9.81,281.44,14.22,41.51,9.16,2.2,1
24.5,73,6.17,1014,27.74,35.46,297.73,15.85,60.31,25.47,0.01,3
23.24,96,2.42,1013,2.01,2.37,72.4,0.28,10.41,0.03,0.06,1
20.83,75,3.78,1013,2.71,4.59,121.35,1.04,6.15,0.07,0.24,1
18.78,81,3.28,1015,0.5,0.5,71.4,0.18,17.44,0.02,0.1,1
11.2,66,2.65,1018,2.33,2.94,118.45,1.29,48.94,0.29,2.36,1
8.1,52,0.81,1019,2.2,3.03,130.8,1.45,48.94,0.2,4.77,1
9.74,48,4.33,1017,2.37,2.68,129.93,0.56,82.12,1.03,1.07,2
17.31,96,0.39,1014,8.56,11.71,184.53,3.15,18.88,0.29,4.06,1
17.32,96,0.39,1014,8.56,11.71,184.53,3.15,18.88,0.29,4.06,1
17.64,96,0.39,1014,7.83,10.15,172.43,2.59,25.59,0.26,3.82,1
15.74,28,6.17,1010,1.65,2.4,153.5,6.59,89.98,1.92,1.51,2
17.99,66,6.17,1012,1.51,4.03,116.11,0.16,105.9,0.3,0.0,3
15.58,28,7.72,1011,1.56,2.21,153.43,6.23,89.05,1.66,1.28,2
12.66,67,2.57,1018,3.09,5.67,78.85,0.74,59.19,1.32,0.22,1
12.7,70,2.06,1016,2.06,3.68,111.43,1.85,39.12,0.24,0.78,1
9.96,72,3.51,1017,3.05,4.62,102.89,1.51,40.84,0.16,0.79,1
15.55,83,2.89,1016,2.18,3.22,132.12,1.93,32.78,0.17,13.52,1
15.15,74,0.98,1016,0.59,0.86,109.01,0.16,61.8,0.07,4.95,2
15.45,82,1.49,1015,0.86,2.12,117.13,0.65,62.47,0.11,8.23,2
26.93,74,5.14,1015,2.02,11.12,97.33,0.3,38.63,0.26,0.02,1
26.78,74,5.14,1015,1.89,10.3,96.85,0.26,38.8,0.24,0.02,1
22.72,78,2.06,1013,2.79,4.26,147.67,1.44,26.97,0.35,2.02,1
28.31,77,4.87,1010,3.72,4.1,170.58,1.43,39.55,0.16,1.48,1
26.96,90,2.07,1012,3.82,4.6,173.04,1.39,13.39,0.1,2.13,1
26.75,78,4.12,1016,1.81,9.08,94.17,0.11,51.71,0.18,0.0,1
27.1,77,7.07,1016,1.8,8.31,95.11,0.18,52.44,0.23,0.0,1
29.01,81,3.09,1010,32.92,38.68,869.2,15.11,18.23,4.04,7.52,3
21.0,82,3.99,1017,12.5,13.24,364.62,4.69,37.18,1.4,2.08,2
19.99,94,2.06,1016,13.77,15.41,365.71,12.7,41.45,5.69,3.5,2
29.1,79,5.14,1011,6.72,8.73,63.37,0.01,36.85,5.34,0.0,1
28.84,65,1.22,1009,0.5,0.5,63.45,0.02,15.21,0.01,0.0,1
3.47,73,0.51,1022,1.29,2.36,119.91,1.97,72.67,0.27,8.73,2
5.71,60,1.54,1022,1.53,2.87,126.25,3.51,65.29,0.28,8.0,2
4.23,72,1.63,1022,1.34,2.46,124.34,2.33,73.61,0.31,6.9,2
19.98,31,1.16,1015,23.05,40.67,113.65,3.24,48.27,5.88,9.51,2
28.38,57,2.32,1008,12.02,26.53,106.74,0.61,66.07,0.92,0.0,2
24.3,62,1.12,1012,17.3,40.15,114.04,1.94,67.74,2.86,0.0,2
25.89,78,1.54,1013,3.3,7.72,75.43,0.05,38.91,0.12,0.05,1
25.84,78,1.54,1013,3.3,7.72,75.43,0.05,38.91,0.12,0.05,1
25.76,78,1.54,1013,3.3,7.72,75.43,0.05,38.91,0.12,0.05,1
13.84,85,0.21,1019,23.16,28.06,288.19,7.8,31.84,1.55,1.04,2
16.66,93,6.17,1012,1.21,2.76,63.23,0.06,50.63,0.15,0.0,1
21.41,93,2.24,1014,24.18,35.55,202.97,3.01,47.73,2.54,0.05,2
16.77,79,2.38,1017,3.52,5.7,90.3,0.56,22.6,0.08,0.24,1
15.94,84,1.48,1017,2.82,4.28,91.45,0.54,24.65,0.22,0.17,1
15.0,85,2.24,1017,2.7,4.0,85.58,0.43,25.54,0.22,0.15,1
16.01,82,4.14,1019,4.02,5.75,95.02,0.71,37.16,0.34,0.28,1
16.77,68,3.57,1019,8.21,9.88,97.36,0.59,27.71,0.26,0.08,1
16.48,78,3.83,1019,4.1,5.86,92.64,0.67,35.37,0.29,0.19,1
9.67,89,1.79,1013,0.83,1.91,111.14,1.97,64.28,0.07,5.44,2
9.89,89,1.79,1013,0.83,1.91,111.14,1.97,64.28,0.07,5.44,2
26.84,57,3.53,1004,55.24,183.6,147.37,3.57,110.19,2.42,0.0,4
28.02,65,1.54,1005,65.52,236.93,145.04,1.59,139.51,6.08,0.0,5
27.0,61,2.57,1004,52.69,168.43,156.31,6.49,99.51,3.15,0.64,4
13.13,39,1.31,1014,4.58,8.04,346.59,3.47,68.33,0.2,6.21,2
17.61,25,1.36,1011,8.85,28.87,219.05,1.09,71.1,0.04,0.55,2
20.6,35,0.72,1012,3.78,11.58,110.37,0.97,63.86,0.09,1.48,2
26.21,77,2.57,1015,2.37,10.94,96.51,0.66,47.07,0.59,0.03,1
10.53,62,2.06,1019,7.11,10.18,121.8,3.25,111.48,2.53,1.83,3
11.23,67,2.73,1019,10.41,14.12,134.73,3.96,99.62,2.2,0.93,2
13.6,74,1.94,1019,54.61,59.79,124.97,1.68,102.42,15.39,0.0,4
13.09,44,4.12,1009,0.94,1.49,112.87,1.19,85.97,0.07,2.69,2
5.84,75,0.51,1011,0.66,0.82,105.83,1.3,71.97,0.14,12.15,2
7.26,70,2.27,1009,0.83,1.32,107.74,1.46,68.53,0.1,6.52,2
26.0,89,2.06,1013,11.51,39.9,70.13,0.04,36.61,0.15,0.0,2
15.92,88,0.0,1017,16.58,69.12,76.42,0.38,32.74,0.14,0.15,3
17.89,72,2.06,1017,3.88,5.18,101.24,2.45,18.58,0.17,0.34,1
16.94,74,3.02,1011,10.02,16.2,166.24,4.51,35.61,0.38,1.15,2
20.39,66,1.34,1009,10.24,18.54,174.87,4.18,50.91,0.2,1.23,2
17.91,78,1.54,1007,12.35,20.25,213.94,5.09,46.04,0.46,1.03,2
15.99,58,5.14,1010,5.78,7.26,124.79,4.89,69.91,1.0,12.04,2
11.65,73,0.51,1012,8.4,10.17,125.61,4.99,70.24,0.65,6.23,2
18.24,55,4.12,1011,3.59,4.19,116.01,3.61,54.25,0.06,6.02,1
18.16,60,7.72,1019,0.9,2.96,63.47,0.41,41.35,0.13,0.16,1
14.35,78,5.66,1019,1.07,3.85,65.4,0.08,54.39,0.08,0.01,1
22.25,86,4.63,1018,1.27,2.05,55.91,0.63,13.32,0.12,0.19,1
27.97,74,12.07,1009,4.19,14.38,115.85,1.85,48.98,1.92,0.2,1
27.83,79,12.07,1009,4.19,14.38,115.85,1.85,48.98,1.92,0.2,1
27.89,74,12.07,1009,4.19,14.38,115.85,1.85,48.98,1.92,0.2,1
10.03,93,5.14,1008,3.78,9.96,133.47,2.71,77.87,0.97,0.57,2
11.33,91,7.52,1009,4.02,11.59,132.69,2.55,73.39,0.85,1.3,2
11.48,100,3.09,1008,2.69,6.76,100.06,1.17,74.37,0.11,4.52,2
8.95,71,1.54,1018,3.25,4.49,125.46,1.83,86.78,0.49,1.98,2
8.74,76,2.06,1016,9.52,12.45,128.1,4.44,78.53,0.86,10.65,2
9.89,81,1.81,1018,5.63,8.07,130.09,3.18,65.14,0.46,2.19,2
26.27,78,4.12,1014,2.67,11.3,107.85,0.04,34.64,0.1,0.07,1
22.99,88,1.54,1010,10.78,15.86,308.94,7.28,2.43,1.24,4.81,2
24.09,91,2.78,1010,2.46,5.58,99.86,0.13,24.78,0.1,0.24,1
23.0,88,1.54,1010,12.85,18.66,349.25,8.19,0.79,1.42,5.14,2
13.33,93,2.57,1011,3.86,4.32,129.23,5.17,13.0,0.19,7.92,1
13.41,94,3.09,1012,9.73,10.27,158.0,14.86,22.82,1.06,10.57,1
12.01,91,3.08,1012,10.94,11.64,155.24,8.54,50.04,1.13,3.55,2
30.06,51,4.12,1009,8.76,21.47,162.4,1.32,36.08,0.13,5.06,2
25.25,69,2.06,1010,5.13,8.89,188.14,2.31,14.76,0.22,4.26,1
36.33,26,1.6,1009,9.7,24.82,178.29,1.33,32.41,0.29,5.61,2
5.83,81,2.06,1018,1.67,2.48,113.35,2.52,55.2,0.38,8.3,1
12.11,76,3.09,1016,2.83,3.43,112.74,1.22,66.85,0.82,6.84,2
5.96,70,1.03,1015,4.39,5.01,123.51,1.7,60.26,0.38,1.76,2
28.98,45,1.03,1004,78.69,216.38,241.05,6.31,166.41,64.88,0.0,5
28.97,45,1.03,1004,79.27,219.64,235.4,6.71,165.37,64.63,0.0,5
28.79,45,4.07,1004,77.31,232.62,205.85,5.32,157.03,55.9,0.0,5
21.47,87,1.48,1014,2.52,3.52,104.26,0.53,10.4,0.05,0.31,1
14.56,95,1.34,1016,4.28,6.43,162.7,1.97,17.09,0.41,4.66,1
13.42,97,0.99,1016,8.92,14.65,346.9,4.84,11.7,1.08,10.23,1
28.54,81,4.83,1010,1.17,2.24,95.63,0.07,20.19,0.05,0.01,1
28.04,82,3.78,1010,1.1,2.19,91.13,0.07,20.17,0.06,0.01,1
27.94,82,3.33,1010,1.39,3.32,94.15,0.07,19.78,0.08,0.0,1
24.03,100,2.06,1009,0.56,0.58,79.57,0.27,2.81,0.06,0.56,1
23.99,100,2.06,1009,0.56,0.58,79.57,0.27,2.81,0.06,0.56,1
24.0,100,2.06,1009,0.53,0.54,72.26,0.16,2.39,0.04,0.37,1
13.99,47,2.57,1017,2.1,2.8,62.9,1.11,54.11,0.17,0.32,1
25.01,78,7.2,1010,1.4,1.61,89.7,0.41,18.29,0.04,0.29,1
21.84,37,2.06,1011,1.87,2.55,66.35,1.5,55.1,0.38,0.47,1
18.77,92,3.09,1022,7.25,20.25,109.81,2.69,45.09,1.21,0.23,2
22.94,71,4.63,1019,3.03,15.51,64.15,0.1,55.33,0.08,0.03,1
20.64,73,3.09,1023,3.42,6.45,108.99,5.04,39.8,0.72,0.34,1
26.99,69,3.6,1013,3.33,4.85,131.22,0.23,59.32,0.08,0.02,1
24.96,73,7.72,1014,4.39,7.31,138.06,0.69,104.27,0.61,0.01,3
24.97,73,7.72,1014,4.39,7.31,138.06,0.69,104.27,0.61,0.01,3
7.65,91,0.94,1017,42.66,45.54,688.61,11.47,32.58,1.78,9.96,3
20.67,81,2.57,1012,24.56,26.64,354.07,6.68,39.73,1.04,6.65,2
15.07,93,2.15,1015,29.2,32.12,532.63,10.95,20.0,1.61,9.0,3
20.02,63,2.01,1012,5.51,7.14,118.7,3.13,28.08,0.45,0.1,1
22.16,51,3.08,1014,5.66,7.18,87.32,0.61,27.83,0.36,0.03,1
19.82,63,1.78,1012,5.51,7.14,118.7,3.13,28.08,0.45,0.1,1
10.89,65,2.49,1010,3.8,4.29,114.68,1.23,80.48,0.57,11.71,2
13.99,47,4.0,1011,3.04,3.5,112.0,1.45,56.09,1.09,4.85,1
13.64,83,1.77,1012,6.88,8.39,127.39,3.8,65.1,1.84,23.58,2
29.45,1,4.12,1010,3.23,5.46,103.15,0.22,32.37,0.14,0.08,1
29.04,80,5.63,1011,3.01,6.61,98.68,0.23,33.44,0.18,0.08,1
31.12,59,4.6,1010,2.91,4.0,114.17,0.28,33.7,0.18,0.38,1
19.56,36,8.75,1000,5.44,5.83,144.38,4.69,113.94,1.87,2.91,3
15.92,62,4.63,1003,2.19,2.31,126.78,0.64,107.78,0.53,1.71,3
12.87,27,9.26,1014,0.5,0.5,108.08,0.13,91.01,0.03,0.94,2
27.2,78,1.03,1012,3.93,7.22,154.75,0.67,3.42,0.13,0.3,1
16.74,77,0.52,1015,3.22,4.64,142.36,0.72,8.16,0.55,0.09,1
23.01,78,0.76,1011,4.0,5.14,113.01,0.51,7.83,0.05,0.08,1
23.1,94,0.0,1009,1.83,2.51,82.02,0.04,2.34,0.0,0.05,1
22.96,94,0.0,1009,1.83,2.51,82.02,0.04,2.34,0.0,0.05,1
22.72,94,0.0,1009,1.86,2.56,81.29,0.06,2.25,0.01,0.09,1
27.2,78,1.03,1011,3.93,7.22,154.75,0.67,3.42,0.13,0.3,1
24.58,91,1.72,1012,6.29,13.27,87.98,0.2,35.39,0.06,0.0,1
23.09,97,1.47,1012,6.35,9.38,144.43,1.83,26.89,0.46,0.6,1
10.66,88,1.03,1012,1.14,1.3,102.85,0.94,83.93,0.13,3.63,2
11.19,100,0.51,1013,3.68,4.28,116.91,5.22,30.98,0.27,11.55,1
12.48,94,0.51,1012,5.38,6.0,140.54,8.18,53.25,0.89,14.39,1
28.72,84,3.09,1011,0.99,2.63,85.9,0.21,17.62,0.14,0.0,1
28.31,84,3.09,1011,0.9,2.47,85.51,0.2,18.0,0.13,0.0,1
26.22,67,1.13,1011,2.7,5.93,151.93,1.45,7.73,0.27,0.51,1
18.39,40,2.57,1014,24.9,32.59,405.32,16.89,40.88,0.58,6.4,2
17.93,39,0.83,1014,24.3,30.89,408.76,16.31,36.79,0.59,4.92,2
18.42,39,2.57,1014,24.9,32.59,405.32,16.89,40.88,0.58,6.4,2
26.95,94,1.54,1010,4.12,4.63,116.29,0.03,26.04,0.03,0.11,1
23.74,94,2.06,1012,1.95,2.07,106.4,0.54,10.8,0.15,0.04,1
18.99,85,0.58,1014,4.51,6.46,179.23,1.51,8.45,0.23,0.23,1
19.92,64,3.0,1016,67.91,80.22,392.07,20.27,25.14,11.74,6.39,4
16.94,51,1.12,1006,127.63,144.42,370.78,20.28,55.12,24.55,19.23,5
20.96,91,3.05,1014,22.45,28.38,285.39,2.38,94.89,3.87,0.0,2
15.47,73,1.71,1016,5.29,5.83,153.78,3.82,16.86,0.51,2.34,1
27.03,61,4.12,1009,4.86,5.27,119.85,1.68,22.8,0.91,1.59,1
25.99,61,4.12,1015,12.24,12.83,142.3,2.78,18.11,4.98,1.74,2
20.56,94,1.34,1015,0.71,0.95,88.77,0.36,32.64,0.25,0.0,1
28.93,84,4.63,1010,1.88,2.13,113.17,1.2,40.19,0.2,3.95,1
21.1,94,1.03,1016,0.79,1.03,90.49,0.34,30.37,0.21,0.0,1
27.24,83,2.06,1013,2.23,5.82,93.88,0.21,43.91,0.24,0.18,1
29.16,70,3.09,1013,3.08,6.45,102.91,0.23,52.72,0.2,0.37,1
23.19,88,2.57,1014,5.66,6.91,114.39,0.08,49.03,0.1,0.04,1
24.27,73,1.54,1014,10.54,41.07,95.88,0.31,58.32,0.35,0.0,2
22.75,78,4.63,1015,6.81,23.9,97.48,0.27,57.3,0.28,0.0,2
22.02,88,6.17,1014,7.74,29.98,95.65,0.29,60.55,0.37,0.0,2
28.08,76,7.2,1010,6.38,13.79,126.98,1.52,53.18,1.33,0.53,1
28.16,76,7.2,1010,6.38,13.79,126.98,1.52,53.18,1.33,0.53,1
11.76,82,0.0,1010,2.73,7.8,123.65,0.3,117.64,1.59,0.23,3
12.96,88,2.57,1010,4.54,13.69,121.98,0.28,123.03,2.37,0.29,3
14.16,72,3.09,1010,3.19,9.27,123.35,0.29,119.91,1.68,0.19,3
15.47,78,4.63,1011,2.92,3.92,126.02,4.28,60.84,0.7,29.43,2
14.83,49,5.14,1011,4.87,5.94,125.93,4.48,87.01,1.82,8.37,2
14.29,67,1.45,1013,2.63,3.24,110.35,1.53,92.25,1.83,6.64,2
14.76,81,2.57,1012,2.08,2.77,128.97,7.37,45.18,0.75,16.71,1
10.27,86,2.57,1013,3.48,4.07,132.37,4.61,68.97,1.16,6.97,2
14.01,77,2.76,1011,3.96,4.42,114.21,3.29,68.11,0.16,23.53,2
29.41,67,1.53,1007,11.86,31.19,133.82,0.87,32.11,0.12,3.7,2
25.94,58,2.51,1009,15.17,30.39,252.87,2.14,33.36,0.3,5.7,2
28.85,47,3.44,1008,14.09,33.52,210.3,1.64,39.71,0.33,5.28,2
8.06,81,2.06,1012,2.59,5.24,130.67,3.6,92.0,1.25,7.01,2
6.02,86,3.31,1012,1.44,3.34,128.75,2.01,85.7,0.42,9.4,2
7.07,89,3.05,1013,2.02,4.32,126.74,2.8,78.18,0.6,10.59,2
26.01,74,4.98,1015,2.7,13.4,97.54,1.31,56.04,1.05,0.05,1
28.81,72,2.57,1014,2.06,10.1,92.1,0.1,54.22,0.17,0.0,1
30.76,62,3.09,1013,3.0,8.6,104.86,1.8,31.4,0.45,4.9,1
29.71,70,2.57,1014,2.06,10.1,92.1,0.1,54.22,0.17,0.0,1
17.37,94,5.14,1015,4.53,6.06,136.32,9.44,55.06,0.59,0.71,1
15.93,88,2.57,1015,1.53,2.6,118.93,7.67,62.57,0.98,0.88,2
14.67,82,1.03,1017,18.41,78.19,118.2,4.59,84.06,0.56,0.67,3
11.53,89,0.61,1014,3.31,3.6,212.92,6.9,18.36,1.07,1.42,1
29.93,70,2.57,1008,10.46,21.62,107.24,1.15,53.8,0.6,0.0,2
14.95,77,3.6,1018,4.67,5.53,253.9,13.32,13.57,1.1,0.95,1
8.19,93,4.12,1003,10.54,10.8,138.64,0.98,92.22,0.28,0.29,2
10.14,87,4.63,1006,3.35,3.75,134.21,1.03,90.84,0.26,0.56,2
7.51,88,2.44,1004,5.82,6.08,128.22,0.56,100.18,0.19,0.85,3
16.42,59,3.09,1017,3.25,17.68,124.75,1.24,107.24,2.18,2.99,3
15.9,63,3.09,1018,2.04,9.5,124.1,0.56,100.91,0.51,0.35,3
16.42,58,4.59,1017,3.25,17.68,124.75,1.24,107.24,2.18,2.99,3
17.98,88,6.69,1016,20.54,133.72,108.02,0.22,78.15,0.39,0.4,4
18.9,85,7.21,1013,12.98,53.34,108.35,0.36,74.14,0.65,0.0,3
19.03,81,9.51,1015,12.62,58.93,107.27,0.22,79.55,0.58,0.01,3
16.83,58,1.42,1015,11.45,17.46,188.06,2.84,46.63,0.37,12.43,2
24.12,52,2.34,1011,8.43,14.22,135.18,1.38,50.4,0.3,8.31,1
32.37,29,9.57,1005,15.42,38.78,128.74,0.62,44.2,0.23,2.74,2
12.71,59,3.6,1013,0.5,0.71,107.95,0.49,85.64,0.08,4.35,2
14.41,71,2.06,1012,7.22,16.25,115.56,0.94,99.91,1.01,0.06,2
17.44,83,1.79,1012,2.46,6.1,118.57,4.06,67.78,0.37,4.86,2
14.58,64,1.96,1016,33.58,54.14,598.84,7.36,24.4,1.36,32.82,3
18.82,67,1.17,1013,2.05,4.83,94.09,0.62,17.02,0.04,3.25,1
19.75,47,3.01,1013,14.33,26.52,243.66,2.9,43.86,0.35,5.65,2
6.3,93,4.47,1001,9.85,10.1,134.62,1.38,86.64,0.37,0.32,2
6.16,96,4.47,1001,9.68,9.95,134.69,1.76,85.14,0.48,0.3,2
6.48,94,4.12,1000,5.75,6.07,136.27,2.05,81.11,0.4,0.93,2
26.94,74,2.57,1013,0.94,2.18,62.98,0.03,51.82,0.04,0.0,1
26.99,74,2.57,1013,0.94,2.18,62.98,0.03,51.82,0.04,0.0,1
28.83,61,1.54,1012,0.81,2.08,62.78,0.03,55.43,0.05,0.0,1
14.39,96,2.57,1011,3.18,3.78,137.85,4.59,23.22,0.18,2.07,1
15.23,88,2.68,1010,4.71,6.35,122.26,0.44,96.09,0.47,0.01,2
12.23,98,1.79,1012,1.35,1.4,114.67,0.8,93.67,0.13,0.34,2
27.01,89,1.54,1011,5.24,12.53,90.66,0.16,24.57,0.14,0.02,1
26.98,89,3.09,1011,3.51,9.53,89.63,0.05,26.47,0.12,0.0,1
22.09,97,0.33,1012,3.36,3.58,90.07,0.11,3.17,0.01,0.04,1
12.67,81,4.63,1014,9.06,10.7,137.98,22.8,61.28,8.19,0.35,2
9.6,92,2.63,1015,3.48,4.15,133.47,7.72,55.38,1.05,3.09,1
8.77,81,2.57,1015,0.54,0.88,130.12,1.33,88.79,0.59,1.17,2
12.08,87,5.14,1008,1.28,2.65,105.71,1.82,70.21,0.1,3.39,2
10.99,93,2.06,1010,2.39,2.81,108.73,4.7,66.44,0.98,46.32,2
9.33,96,1.79,1009,6.13,6.57,127.62,5.71,85.79,1.04,38.08,2
26.99,83,1.54,1012,0.52,0.67,119.09,0.08,16.15,0.03,0.01,1
26.99,83,1.54,1012,0.52,0.67,119.09,0.08,16.15,0.03,0.01,1
24.37,91,1.59,1012,0.5,0.53,121.83,0.14,18.41,0.05,0.02,1
11.61,93,3.09,1013,7.27,9.34,131.13,2.01,74.33,0.91,2.83,2
24.09,92,2.07,1012,6.77,9.09,118.16,1.41,16.13,0.66,0.03,1
28.23,89,2.06,1011,1.02,1.94,87.77,0.13,21.63,0.14,0.0,1
27.41,64,3.47,1010,7.38,14.45,159.76,2.46,18.97,0.26,1.62,1
16.67,78,4.63,1016,1.73,4.5,116.25,2.13,86.61,0.59,0.68,2
20.62,95,1.74,1014,23.07,81.98,95.37,1.63,47.68,0.55,0.0,3
22.1,85,2.35,1013,23.29,81.6,95.09,1.54,45.53,0.55,0.0,3
20.59,95,1.12,1014,23.07,81.98,95.37,1.63,47.68,0.55,0.0,3
26.04,94,5.14,1014,1.12,1.88,104.57,0.47,37.48,0.32,0.0,1
26.05,94,5.14,1014,1.12,1.88,104.57,0.47,37.48,0.32,0.0,1
23.96,79,1.55,1013,4.55,6.76,157.32,0.71,6.95,0.16,0.34,1
26.82,74,3.6,1015,2.53,12.58,93.91,0.63,56.12,0.63,0.01,1
26.94,74,3.6,1015,2.53,12.58,93.91,0.63,56.12,0.63,0.01,1
27.02,74,3.6,1015,2.53,12.58,93.91,0.63,56.12,0.63,0.01,1
25.71,89,1.33,1011,5.0,8.56,103.15,0.1,28.14,0.09,0.02,1
24.95,100,1.03,1011,4.33,5.95,110.66,0.04,24.43,0.05,0.05,1
21.29,99,0.38,1012,4.89,5.31,123.62,0.7,8.85,0.14,0.06,1
12.54,66,1.54,1017,2.57,3.38,114.73,1.22,88.44,1.63,0.6,2
13.88,61,0.89,1017,8.17,8.91,116.3,1.88,83.97,5.55,10.09,2
13.81,79,0.87,1018,18.99,22.14,119.11,0.43,111.48,4.49,0.0,3
23.62,100,1.79,1011,13.56,17.11,151.96,0.69,48.08,2.22,3.77,2
23.03,100,2.24,1011,9.63,12.17,132.06,0.43,42.26,1.34,1.89,1
20.39,100,1.09,1011,11.53,14.71,145.53,0.53,47.82,1.75,2.51,2
29.11,71,7.72,1012,3.04,16.33,94.07,0.06,56.31,0.11,0.0,1
28.94,71,7.72,1012,3.04,16.33,94.07,0.06,56.31,0.11,0.0,1
29.54,71,7.72,1012,3.08,16.3,94.37,0.06,56.56,0.12,0.0,1
26.06,73,2.06,1014,14.83,35.73,101.13,0.61,60.38,0.47,0.0,2
27.41,66,4.24,1012,6.66,14.05,112.75,0.17,31.85,0.03,0.13,1
26.6,73,4.17,1012,8.2,17.76,109.12,0.16,37.04,0.06,0.04,1
27.99,78,3.09,1012,1.16,1.38,118.86,1.23,17.04,0.44,0.07,1
25.37,82,2.47,1012,0.74,0.78,113.44,0.35,16.46,0.04,0.05,1
25.26,86,2.01,1012,1.75,2.0,118.77,0.46,18.93,0.14,0.17,1
20.0,91,7.15,1014,24.26,30.31,286.71,1.73,100.98,2.27,0.0,3
20.13,91,7.15,1014,24.26,30.31,286.71,1.73,100.98,2.27,0.0,3
20.95,89,7.2,1014,24.54,29.12,299.35,3.06,98.22,2.4,0.03,2
30.81,33,2.06,1011,28.61,32.25,148.4,0.79,65.65,12.35,0.35,3
30.69,66,8.75,1010,2.24,3.44,158.65,2.53,24.33,0.37,3.83,1
29.9,74,3.09,1011,1.55,2.21,119.72,0.85,42.28,0.24,1.05,1
12.88,67,2.06,1015,8.75,9.87,119.63,3.4,64.6,0.21,2.48,2
13.06,82,1.54,1018,9.67,13.8,136.85,3.7,110.32,2.13,1.35,3
13.51,94,1.03,1017,11.18,14.09,133.26,4.53,105.3,2.19,1.16,3
28.03,77,1.6,1014,2.4,12.69,90.49,0.09,53.34,0.19,0.0,1
27.76,76,1.34,1014,2.4,12.69,90.49,0.09,53.34,0.19,0.0,1
27.37,78,2.33,1013,6.82,11.53,136.82,0.52,60.09,0.34,2.49,2
15.81,45,1.34,1014,3.41,4.29,114.67,1.79,83.65,1.92,5.66,2
10.9,58,0.0,1016,5.09,7.27,135.54,3.91,72.54,0.53,19.32,2
13.92,48,2.8,1016,6.15,7.97,120.87,5.43,62.47,3.67,4.41,2
24.92,97,0.0,1011,6.46,7.38,265.47,2.39,30.71,0.56,1.27,1
